lon_bin,lon_freq,lon_cfreq,lon_%tot,Category,lat_bin,lat_freq,lat_cfreq,lat_%tot,Category_lat
102.3,0,146,64.60176991,Empirical,-18,0,22,19.46902655,Thinned 3
102.4,0,146,64.60176991,Empirical,-17.9,0,22,19.46902655,Thinned 3
102.5,0,146,64.60176991,Empirical,-17.8,0,22,19.46902655,Thinned 3
102.6,0,146,64.60176991,Empirical,-17.7,0,22,19.46902655,Thinned 3
102.7,0,146,64.60176991,Empirical,-17.6,0,22,19.46902655,Thinned 3
102.8,0,146,64.60176991,Empirical,-17.5,1,23,20.3539823,Thinned 3
102.9,0,146,64.60176991,Empirical,-17.4,0,23,20.3539823,Thinned 3
103,0,146,64.60176991,Empirical,-17.3,0,23,20.3539823,Thinned 3
103.1,0,146,64.60176991,Empirical,-17.2,1,24,21.23893805,Thinned 3
103.2,0,146,64.60176991,Empirical,-17.1,3,27,23.89380531,Thinned 3
103.3,0,146,64.60176991,Empirical,-17,2,29,25.66371681,Thinned 3
103.4,0,146,64.60176991,Empirical,-16.9,0,29,25.66371681,Thinned 3
103.5,0,146,64.60176991,Empirical,-16.8,0,29,25.66371681,Thinned 3
103.6,0,146,64.60176991,Empirical,-16.7,0,29,25.66371681,Thinned 3
103.7,0,146,64.60176991,Empirical,-16.6,0,29,25.66371681,Thinned 3
103.8,0,146,64.60176991,Empirical,-16.5,0,29,25.66371681,Thinned 3
103.9,0,146,64.60176991,Empirical,-16.4,4,33,29.20353982,Thinned 3
104,0,146,64.60176991,Empirical,-16.3,0,33,29.20353982,Thinned 3
104.1,0,146,64.60176991,Empirical,-16.2,0,33,29.20353982,Thinned 3
104.2,0,146,64.60176991,Empirical,-16.1,0,33,29.20353982,Thinned 3
104.3,0,146,64.60176991,Empirical,-16,0,33,29.20353982,Thinned 3
104.4,0,146,64.60176991,Empirical,-15.9,0,33,29.20353982,Thinned 3
104.5,0,146,64.60176991,Empirical,-15.8,0,33,29.20353982,Thinned 3
104.6,0,146,64.60176991,Empirical,-15.7,0,33,29.20353982,Thinned 3
104.7,0,146,64.60176991,Empirical,-15.6,0,33,29.20353982,Thinned 3
104.8,0,146,64.60176991,Empirical,-15.5,0,33,29.20353982,Thinned 3
104.9,0,146,64.60176991,Empirical,-15.4,0,33,29.20353982,Thinned 3
105,0,146,64.60176991,Empirical,-15.3,0,33,29.20353982,Thinned 3
105.1,0,146,64.60176991,Empirical,-15.2,0,33,29.20353982,Thinned 3
105.2,0,146,64.60176991,Empirical,-15.1,0,33,29.20353982,Thinned 3
105.3,0,146,64.60176991,Empirical,-15,0,33,29.20353982,Thinned 3
105.4,0,146,64.60176991,Empirical,-14.9,0,33,29.20353982,Thinned 3
105.5,0,146,64.60176991,Empirical,-14.8,0,33,29.20353982,Thinned 3
105.6,0,146,64.60176991,Empirical,-14.7,0,33,29.20353982,Thinned 3
105.7,0,146,64.60176991,Empirical,-14.6,0,33,29.20353982,Thinned 3
105.8,0,146,64.60176991,Empirical,-14.5,0,33,29.20353982,Thinned 3
105.9,0,146,64.60176991,Empirical,-14.4,0,33,29.20353982,Thinned 3
106,0,146,64.60176991,Empirical,-14.3,0,33,29.20353982,Thinned 3
106.1,0,146,64.60176991,Empirical,-14.2,1,34,30.08849558,Thinned 3
106.2,0,146,64.60176991,Empirical,-14.1,0,34,30.08849558,Thinned 3
106.3,0,146,64.60176991,Empirical,-14,1,35,30.97345133,Thinned 3
106.4,0,146,64.60176991,Empirical,-13.9,2,37,32.74336283,Thinned 3
106.5,0,146,64.60176991,Empirical,-13.8,0,37,32.74336283,Thinned 3
106.6,0,146,64.60176991,Empirical,-13.7,0,37,32.74336283,Thinned 3
106.7,0,146,64.60176991,Empirical,-13.6,1,38,33.62831858,Thinned 3
106.8,0,146,64.60176991,Empirical,-13.5,4,42,37.16814159,Thinned 3
106.9,0,146,64.60176991,Empirical,-13.4,1,43,38.05309735,Thinned 3
107,0,146,64.60176991,Empirical,-13.3,0,43,38.05309735,Thinned 3
107.1,0,146,64.60176991,Empirical,-13.2,0,43,38.05309735,Thinned 3
107.2,0,146,64.60176991,Empirical,-13.1,0,43,38.05309735,Thinned 3
107.3,0,146,64.60176991,Empirical,-13,2,45,39.82300885,Thinned 3
107.4,0,146,64.60176991,Empirical,-12.9,2,47,41.59292035,Thinned 3
107.5,0,146,64.60176991,Empirical,-12.8,3,50,44.24778761,Thinned 3
107.6,0,146,64.60176991,Empirical,-12.7,1,51,45.13274336,Thinned 3
107.7,0,146,64.60176991,Empirical,-12.6,0,51,45.13274336,Thinned 3
107.8,0,146,64.60176991,Empirical,-12.5,0,51,45.13274336,Thinned 3
107.9,0,146,64.60176991,Empirical,-12.4,0,51,45.13274336,Thinned 3
108,0,146,64.60176991,Empirical,-12.3,0,51,45.13274336,Thinned 3
108.1,0,146,64.60176991,Empirical,-12.2,0,51,45.13274336,Thinned 3
108.2,0,146,64.60176991,Empirical,-12.1,0,51,45.13274336,Thinned 3
108.3,0,146,64.60176991,Empirical,-12,0,51,45.13274336,Thinned 3
108.4,0,146,64.60176991,Empirical,-11.9,0,51,45.13274336,Thinned 3
108.5,0,146,64.60176991,Empirical,-11.8,0,51,45.13274336,Thinned 3
108.6,0,146,64.60176991,Empirical,-11.7,0,51,45.13274336,Thinned 3
108.7,0,146,64.60176991,Empirical,-11.6,0,51,45.13274336,Thinned 3
108.8,0,146,64.60176991,Empirical,-11.5,0,51,45.13274336,Thinned 3
108.9,0,146,64.60176991,Empirical,-11.4,0,51,45.13274336,Thinned 3
109,0,146,64.60176991,Empirical,-11.3,0,51,45.13274336,Thinned 3
109.1,0,146,64.60176991,Empirical,-11.2,0,51,45.13274336,Thinned 3
109.2,0,146,64.60176991,Empirical,-11.1,0,51,45.13274336,Thinned 3
109.3,0,146,64.60176991,Empirical,-11,0,51,45.13274336,Thinned 3
109.4,0,146,64.60176991,Empirical,-10.9,0,51,45.13274336,Thinned 3
109.5,0,146,64.60176991,Empirical,-10.8,0,51,45.13274336,Thinned 3
109.6,0,146,64.60176991,Empirical,-10.7,0,51,45.13274336,Thinned 3
109.7,0,146,64.60176991,Empirical,-10.6,0,51,45.13274336,Thinned 3
109.8,0,146,64.60176991,Empirical,-10.5,0,51,45.13274336,Thinned 3
109.9,0,146,64.60176991,Empirical,-10.4,0,51,45.13274336,Thinned 3
110,0,146,64.60176991,Empirical,-10.3,0,51,45.13274336,Thinned 3
110.1,0,146,64.60176991,Empirical,-10.2,0,51,45.13274336,Thinned 3
110.2,2,148,65.48672566,Empirical,-10.1,0,51,45.13274336,Thinned 3
110.3,1,149,65.92920354,Empirical,-10,0,51,45.13274336,Thinned 3
110.4,4,153,67.69911504,Empirical,-9.9,0,51,45.13274336,Thinned 3
110.5,7,160,70.79646018,Empirical,-9.8,0,51,45.13274336,Thinned 3
110.6,4,164,72.56637168,Empirical,-9.7,0,51,45.13274336,Thinned 3
110.7,0,164,72.56637168,Empirical,-9.6,0,51,45.13274336,Thinned 3
110.8,0,164,72.56637168,Empirical,-9.5,0,51,45.13274336,Thinned 3
110.9,0,164,72.56637168,Empirical,-9.4,0,51,45.13274336,Thinned 3
111,0,164,72.56637168,Empirical,-9.3,0,51,45.13274336,Thinned 3
111.1,0,164,72.56637168,Empirical,-9.2,0,51,45.13274336,Thinned 3
111.2,0,164,72.56637168,Empirical,-9.1,0,51,45.13274336,Thinned 3
111.3,0,164,72.56637168,Empirical,-9,0,51,45.13274336,Thinned 3
111.4,0,164,72.56637168,Empirical,-8.9,0,51,45.13274336,Thinned 3
111.5,0,164,72.56637168,Empirical,-8.8,0,51,45.13274336,Thinned 3
111.6,0,164,72.56637168,Empirical,-8.7,2,53,46.90265487,Thinned 3
111.7,0,164,72.56637168,Empirical,-8.6,0,53,46.90265487,Thinned 3
111.8,0,164,72.56637168,Empirical,-8.5,0,53,46.90265487,Thinned 3
111.9,0,164,72.56637168,Empirical,-8.4,0,53,46.90265487,Thinned 3
112,0,164,72.56637168,Empirical,-8.3,1,54,47.78761062,Thinned 3
112.1,0,164,72.56637168,Empirical,-8.2,1,55,48.67256637,Thinned 3
112.2,0,164,72.56637168,Empirical,-8.1,1,56,49.55752212,Thinned 3
112.3,0,164,72.56637168,Empirical,-8,2,58,51.32743363,Thinned 3
112.4,0,164,72.56637168,Empirical,-7.9,3,61,53.98230088,Thinned 3
112.5,0,164,72.56637168,Empirical,-7.8,3,64,56.63716814,Thinned 3
112.6,0,164,72.56637168,Empirical,-7.7,0,64,56.63716814,Thinned 3
112.7,0,164,72.56637168,Empirical,-7.6,0,64,56.63716814,Thinned 3
112.8,0,164,72.56637168,Empirical,-7.5,0,64,56.63716814,Thinned 3
112.9,0,164,72.56637168,Empirical,-7.4,0,64,56.63716814,Thinned 3
113,0,164,72.56637168,Empirical,-7.3,0,64,56.63716814,Thinned 3
113.1,0,164,72.56637168,Empirical,-7.2,0,64,56.63716814,Thinned 3
113.2,0,164,72.56637168,Empirical,-7.1,0,64,56.63716814,Thinned 3
113.3,0,164,72.56637168,Empirical,-7,0,64,56.63716814,Thinned 3
113.4,0,164,72.56637168,Empirical,-6.9,0,64,56.63716814,Thinned 3
113.5,0,164,72.56637168,Empirical,-6.8,0,64,56.63716814,Thinned 3
113.6,0,164,72.56637168,Empirical,-6.7,0,64,56.63716814,Thinned 3
113.7,0,164,72.56637168,Empirical,-6.6,2,66,58.40707965,Thinned 3
113.8,0,164,72.56637168,Empirical,-6.5,0,66,58.40707965,Thinned 3
113.9,5,169,74.77876106,Empirical,-6.4,0,66,58.40707965,Thinned 3
114,5,174,76.99115044,Empirical,-6.3,0,66,58.40707965,Thinned 3
114.1,0,174,76.99115044,Empirical,-6.2,1,67,59.2920354,Thinned 3
114.2,0,174,76.99115044,Empirical,-6.1,2,69,61.0619469,Thinned 3
114.3,0,174,76.99115044,Empirical,-6,0,69,61.0619469,Thinned 3
114.4,0,174,76.99115044,Empirical,-5.9,1,70,61.94690265,Thinned 3
114.5,0,174,76.99115044,Empirical,-5.8,8,78,69.02654867,Thinned 3
114.6,0,174,76.99115044,Empirical,-5.7,3,81,71.68141593,Thinned 3
114.7,0,174,76.99115044,Empirical,-5.6,0,81,71.68141593,Thinned 3
114.8,0,174,76.99115044,Empirical,-5.5,0,81,71.68141593,Thinned 3
114.9,0,174,76.99115044,Empirical,-5.4,0,81,71.68141593,Thinned 3
115,0,174,76.99115044,Empirical,-5.3,0,81,71.68141593,Thinned 3
115.1,0,174,76.99115044,Empirical,-5.2,0,81,71.68141593,Thinned 3
115.2,0,174,76.99115044,Empirical,-5.1,0,81,71.68141593,Thinned 3
115.3,0,174,76.99115044,Empirical,-5,0,81,71.68141593,Thinned 3
115.4,0,174,76.99115044,Empirical,-4.9,2,83,73.45132743,Thinned 3
115.5,0,174,76.99115044,Empirical,-4.8,0,83,73.45132743,Thinned 3
115.6,0,174,76.99115044,Empirical,-4.7,1,84,74.33628319,Thinned 3
115.7,0,174,76.99115044,Empirical,-4.6,0,84,74.33628319,Thinned 3
115.8,0,174,76.99115044,Empirical,-4.5,0,84,74.33628319,Thinned 3
115.9,0,174,76.99115044,Empirical,-4.4,0,84,74.33628319,Thinned 3
116,3,177,78.31858407,Empirical,-4.3,0,84,74.33628319,Thinned 3
116.1,2,179,79.20353982,Empirical,-4.2,0,84,74.33628319,Thinned 3
116.2,0,179,79.20353982,Empirical,-4.1,0,84,74.33628319,Thinned 3
116.3,0,179,79.20353982,Empirical,-4,1,85,75.22123894,Thinned 3
116.4,0,179,79.20353982,Empirical,-3.9,2,87,76.99115044,Thinned 3
116.5,0,179,79.20353982,Empirical,-3.8,1,88,77.87610619,Thinned 3
116.6,0,179,79.20353982,Empirical,-3.7,0,88,77.87610619,Thinned 3
116.7,1,180,79.6460177,Empirical,-3.6,0,88,77.87610619,Thinned 3
116.8,3,183,80.97345133,Empirical,-3.5,0,88,77.87610619,Thinned 3
116.9,0,183,80.97345133,Empirical,-3.4,0,88,77.87610619,Thinned 3
117,0,183,80.97345133,Empirical,-3.3,1,89,78.76106195,Thinned 3
117.1,0,183,80.97345133,Empirical,-3.2,1,90,79.6460177,Thinned 3
117.2,0,183,80.97345133,Empirical,-3.1,0,90,79.6460177,Thinned 3
117.3,0,183,80.97345133,Empirical,-3,0,90,79.6460177,Thinned 3
117.4,0,183,80.97345133,Empirical,-2.9,0,90,79.6460177,Thinned 3
117.5,0,183,80.97345133,Empirical,-2.8,0,90,79.6460177,Thinned 3
117.6,0,183,80.97345133,Empirical,-2.7,0,90,79.6460177,Thinned 3
117.7,0,183,80.97345133,Empirical,-2.6,0,90,79.6460177,Thinned 3
117.8,0,183,80.97345133,Empirical,-2.5,0,90,79.6460177,Thinned 3
117.9,0,183,80.97345133,Empirical,-2.4,0,90,79.6460177,Thinned 3
118,0,183,80.97345133,Empirical,-2.3,0,90,79.6460177,Thinned 3
118.1,0,183,80.97345133,Empirical,-2.2,0,90,79.6460177,Thinned 3
118.2,0,183,80.97345133,Empirical,-2.1,0,90,79.6460177,Thinned 3
118.3,0,183,80.97345133,Empirical,-2,0,90,79.6460177,Thinned 3
118.4,0,183,80.97345133,Empirical,-1.9,0,90,79.6460177,Thinned 3
118.5,0,183,80.97345133,Empirical,-1.8,0,90,79.6460177,Thinned 3
118.6,0,183,80.97345133,Empirical,-1.7,0,90,79.6460177,Thinned 3
118.7,0,183,80.97345133,Empirical,-1.6,0,90,79.6460177,Thinned 3
118.8,0,183,80.97345133,Empirical,-1.5,0,90,79.6460177,Thinned 3
118.9,0,183,80.97345133,Empirical,-1.4,0,90,79.6460177,Thinned 3
119,0,183,80.97345133,Empirical,-1.3,0,90,79.6460177,Thinned 3
119.1,0,183,80.97345133,Empirical,-1.2,0,90,79.6460177,Thinned 3
119.2,0,183,80.97345133,Empirical,-1.1,0,90,79.6460177,Thinned 3
119.3,1,184,81.4159292,Empirical,-1,0,90,79.6460177,Thinned 3
119.4,1,185,81.85840708,Empirical,-0.9,0,90,79.6460177,Thinned 3
119.5,0,185,81.85840708,Empirical,-0.8,0,90,79.6460177,Thinned 3
119.6,0,185,81.85840708,Empirical,-0.7,0,90,79.6460177,Thinned 3
119.7,0,185,81.85840708,Empirical,-0.6,0,90,79.6460177,Thinned 3
119.8,0,185,81.85840708,Empirical,-0.5,0,90,79.6460177,Thinned 3
119.9,0,185,81.85840708,Empirical,-0.4,0,90,79.6460177,Thinned 3
120,0,185,81.85840708,Empirical,-0.3,0,90,79.6460177,Thinned 3
120.1,0,185,81.85840708,Empirical,-0.2,0,90,79.6460177,Thinned 3
120.2,0,185,81.85840708,Empirical,-0.1,0,90,79.6460177,Thinned 3
120.3,0,185,81.85840708,Empirical,2.98E-13,0,90,79.6460177,Thinned 3
120.4,0,185,81.85840708,Empirical,0.1,0,90,79.6460177,Thinned 3
120.5,0,185,81.85840708,Empirical,0.2,0,90,79.6460177,Thinned 3
120.6,0,185,81.85840708,Empirical,0.3,0,90,79.6460177,Thinned 3
120.7,0,185,81.85840708,Empirical,0.4,0,90,79.6460177,Thinned 3
120.8,0,185,81.85840708,Empirical,0.5,0,90,79.6460177,Thinned 3
120.9,0,185,81.85840708,Empirical,0.6,0,90,79.6460177,Thinned 3
121,0,185,81.85840708,Empirical,0.7,0,90,79.6460177,Thinned 3
121.1,0,185,81.85840708,Empirical,0.8,0,90,79.6460177,Thinned 3
121.2,0,185,81.85840708,Empirical,0.9,0,90,79.6460177,Thinned 3
121.3,0,185,81.85840708,Empirical,1,0,90,79.6460177,Thinned 3
121.4,0,185,81.85840708,Empirical,1.1,0,90,79.6460177,Thinned 3
121.5,0,185,81.85840708,Empirical,1.2,0,90,79.6460177,Thinned 3
121.6,0,185,81.85840708,Empirical,1.3,0,90,79.6460177,Thinned 3
121.7,0,185,81.85840708,Empirical,1.4,0,90,79.6460177,Thinned 3
121.8,0,185,81.85840708,Empirical,1.5,0,90,79.6460177,Thinned 3
121.9,0,185,81.85840708,Empirical,1.6,0,90,79.6460177,Thinned 3
122,0,185,81.85840708,Empirical,1.7,0,90,79.6460177,Thinned 3
122.1,0,185,81.85840708,Empirical,1.8,0,90,79.6460177,Thinned 3
122.2,0,185,81.85840708,Empirical,1.9,0,90,79.6460177,Thinned 3
122.3,0,185,81.85840708,Empirical,2,0,90,79.6460177,Thinned 3
122.4,0,185,81.85840708,Empirical,2.1,0,90,79.6460177,Thinned 3
122.5,0,185,81.85840708,Empirical,2.2,0,90,79.6460177,Thinned 3
122.6,0,185,81.85840708,Empirical,2.3,0,90,79.6460177,Thinned 3
122.7,0,185,81.85840708,Empirical,2.4,0,90,79.6460177,Thinned 3
122.8,0,185,81.85840708,Empirical,2.5,0,90,79.6460177,Thinned 3
122.9,0,185,81.85840708,Empirical,2.6,0,90,79.6460177,Thinned 3
123,0,185,81.85840708,Empirical,2.7,0,90,79.6460177,Thinned 3
123.1,4,189,83.62831858,Empirical,2.8,0,90,79.6460177,Thinned 3
123.2,0,189,83.62831858,Empirical,2.9,0,90,79.6460177,Thinned 3
123.3,1,190,84.07079646,Empirical,3,0,90,79.6460177,Thinned 3
123.4,0,190,84.07079646,Empirical,3.1,0,90,79.6460177,Thinned 3
123.5,0,190,84.07079646,Empirical,3.2,0,90,79.6460177,Thinned 3
123.6,0,190,84.07079646,Empirical,3.3,0,90,79.6460177,Thinned 3
123.7,0,190,84.07079646,Empirical,3.4,0,90,79.6460177,Thinned 3
123.8,0,190,84.07079646,Empirical,3.5,0,90,79.6460177,Thinned 3
123.9,0,190,84.07079646,Empirical,3.6,0,90,79.6460177,Thinned 3
124,0,190,84.07079646,Empirical,3.7,0,90,79.6460177,Thinned 3
124.1,0,190,84.07079646,Empirical,3.8,0,90,79.6460177,Thinned 3
124.2,0,190,84.07079646,Empirical,3.9,0,90,79.6460177,Thinned 3
124.3,0,190,84.07079646,Empirical,4,0,90,79.6460177,Thinned 3
124.4,0,190,84.07079646,Empirical,4.1,0,90,79.6460177,Thinned 3
124.5,0,190,84.07079646,Empirical,4.2,1,91,80.53097345,Thinned 3
124.6,0,190,84.07079646,Empirical,4.3,1,92,81.4159292,Thinned 3
124.7,0,190,84.07079646,Empirical,4.4,0,92,81.4159292,Thinned 3
124.8,0,190,84.07079646,Empirical,4.5,0,92,81.4159292,Thinned 3
124.9,0,190,84.07079646,Empirical,4.6,0,92,81.4159292,Thinned 3
125,0,190,84.07079646,Empirical,4.7,0,92,81.4159292,Thinned 3
125.1,0,190,84.07079646,Empirical,4.8,0,92,81.4159292,Thinned 3
125.2,0,190,84.07079646,Empirical,4.9,0,92,81.4159292,Thinned 3
125.3,0,190,84.07079646,Empirical,5,0,92,81.4159292,Thinned 3
125.4,0,190,84.07079646,Empirical,5.1,0,92,81.4159292,Thinned 3
125.5,0,190,84.07079646,Empirical,5.2,0,92,81.4159292,Thinned 3
125.6,1,191,84.51327434,Empirical,5.3,1,93,82.30088496,Thinned 3
125.7,2,193,85.39823009,Empirical,5.4,0,93,82.30088496,Thinned 3
125.8,0,193,85.39823009,Empirical,5.5,0,93,82.30088496,Thinned 3
125.9,1,194,85.84070796,Empirical,5.6,0,93,82.30088496,Thinned 3
126,0,194,85.84070796,Empirical,5.7,0,93,82.30088496,Thinned 3
126.1,0,194,85.84070796,Empirical,5.8,1,94,83.18584071,Thinned 3
126.2,0,194,85.84070796,Empirical,5.9,4,98,86.72566372,Thinned 3
126.3,0,194,85.84070796,Empirical,6,0,98,86.72566372,Thinned 3
126.4,0,194,85.84070796,Empirical,6.1,0,98,86.72566372,Thinned 3
126.5,1,195,86.28318584,Empirical,6.2,0,98,86.72566372,Thinned 3
126.6,0,195,86.28318584,Empirical,6.3,0,98,86.72566372,Thinned 3
126.7,0,195,86.28318584,Empirical,6.4,0,98,86.72566372,Thinned 3
126.8,0,195,86.28318584,Empirical,6.5,0,98,86.72566372,Thinned 3
126.9,0,195,86.28318584,Empirical,6.6,0,98,86.72566372,Thinned 3
127,0,195,86.28318584,Empirical,6.7,0,98,86.72566372,Thinned 3
127.1,0,195,86.28318584,Empirical,6.8,0,98,86.72566372,Thinned 3
127.2,0,195,86.28318584,Empirical,6.9,0,98,86.72566372,Thinned 3
127.3,0,195,86.28318584,Empirical,7,0,98,86.72566372,Thinned 3
127.4,0,195,86.28318584,Empirical,7.1,0,98,86.72566372,Thinned 3
127.5,0,195,86.28318584,Empirical,7.2,0,98,86.72566372,Thinned 3
127.6,0,195,86.28318584,Empirical,7.3,0,98,86.72566372,Thinned 3
127.7,0,195,86.28318584,Empirical,7.4,0,98,86.72566372,Thinned 3
127.8,0,195,86.28318584,Empirical,7.5,0,98,86.72566372,Thinned 3
127.9,4,199,88.05309735,Empirical,7.6,0,98,86.72566372,Thinned 3
128,0,199,88.05309735,Empirical,7.7,0,98,86.72566372,Thinned 3
128.1,0,199,88.05309735,Empirical,7.8,0,98,86.72566372,Thinned 3
128.2,0,199,88.05309735,Empirical,7.9,0,98,86.72566372,Thinned 3
128.3,0,199,88.05309735,Empirical,8,0,98,86.72566372,Thinned 3
128.4,0,199,88.05309735,Empirical,8.1,0,98,86.72566372,Thinned 3
128.5,0,199,88.05309735,Empirical,8.2,0,98,86.72566372,Thinned 3
128.6,0,199,88.05309735,Empirical,8.3,0,98,86.72566372,Thinned 3
128.7,0,199,88.05309735,Empirical,8.4,0,98,86.72566372,Thinned 3
128.8,0,199,88.05309735,Empirical,8.5,0,98,86.72566372,Thinned 3
128.9,0,199,88.05309735,Empirical,8.6,0,98,86.72566372,Thinned 3
129,0,199,88.05309735,Empirical,8.7,0,98,86.72566372,Thinned 3
129.1,0,199,88.05309735,Empirical,8.8,0,98,86.72566372,Thinned 3
129.2,0,199,88.05309735,Empirical,8.9,0,98,86.72566372,Thinned 3
129.3,0,199,88.05309735,Empirical,9,0,98,86.72566372,Thinned 3
129.4,0,199,88.05309735,Empirical,9.1,0,98,86.72566372,Thinned 3
129.5,0,199,88.05309735,Empirical,9.2,0,98,86.72566372,Thinned 3
129.6,0,199,88.05309735,Empirical,9.3,0,98,86.72566372,Thinned 3
129.7,0,199,88.05309735,Empirical,9.4,0,98,86.72566372,Thinned 3
129.8,0,199,88.05309735,Empirical,9.5,0,98,86.72566372,Thinned 3
129.9,0,199,88.05309735,Empirical,9.6,0,98,86.72566372,Thinned 3
130,0,199,88.05309735,Empirical,9.7,0,98,86.72566372,Thinned 3
130.1,0,199,88.05309735,Empirical,9.8,0,98,86.72566372,Thinned 3
130.2,0,199,88.05309735,Empirical,9.9,0,98,86.72566372,Thinned 3
130.3,0,199,88.05309735,Empirical,10,0,98,86.72566372,Thinned 3
130.4,0,199,88.05309735,Empirical,10.1,1,99,87.61061947,Thinned 3
130.5,0,199,88.05309735,Empirical,10.2,1,100,88.49557522,Thinned 3
130.6,0,199,88.05309735,Empirical,10.3,0,100,88.49557522,Thinned 3
130.7,0,199,88.05309735,Empirical,10.4,0,100,88.49557522,Thinned 3
130.8,0,199,88.05309735,Empirical,10.5,0,100,88.49557522,Thinned 3
130.9,0,199,88.05309735,Empirical,10.6,1,101,89.38053097,Thinned 3
131,0,199,88.05309735,Empirical,10.7,0,101,89.38053097,Thinned 3
131.1,0,199,88.05309735,Empirical,10.8,0,101,89.38053097,Thinned 3
131.2,0,199,88.05309735,Empirical,10.9,1,102,90.26548673,Thinned 3
131.3,0,199,88.05309735,Empirical,11,1,103,91.15044248,Thinned 3
131.4,0,199,88.05309735,Empirical,11.1,0,103,91.15044248,Thinned 3
131.5,0,199,88.05309735,Empirical,11.2,1,104,92.03539823,Thinned 3
131.6,0,199,88.05309735,Empirical,11.3,1,105,92.92035398,Thinned 3
131.7,0,199,88.05309735,Empirical,11.4,0,105,92.92035398,Thinned 3
131.8,0,199,88.05309735,Empirical,11.5,0,105,92.92035398,Thinned 3
131.9,0,199,88.05309735,Empirical,11.6,1,106,93.80530973,Thinned 3
132,0,199,88.05309735,Empirical,11.7,0,106,93.80530973,Thinned 3
132.1,0,199,88.05309735,Empirical,11.8,0,106,93.80530973,Thinned 3
132.2,0,199,88.05309735,Empirical,11.9,0,106,93.80530973,Thinned 3
132.3,0,199,88.05309735,Empirical,12,0,106,93.80530973,Thinned 3
132.4,0,199,88.05309735,Empirical,12.1,3,109,96.46017699,Thinned 3
132.5,0,199,88.05309735,Empirical,12.2,1,110,97.34513274,Thinned 3
132.6,0,199,88.05309735,Empirical,12.3,1,111,98.2300885,Thinned 3
132.7,0,199,88.05309735,Empirical,12.4,0,111,98.2300885,Thinned 3
132.8,0,199,88.05309735,Empirical,12.5,0,111,98.2300885,Thinned 3
132.9,0,199,88.05309735,Empirical,12.6,0,111,98.2300885,Thinned 3
133,0,199,88.05309735,Empirical,12.7,0,111,98.2300885,Thinned 3
133.1,0,199,88.05309735,Empirical,12.8,0,111,98.2300885,Thinned 3
133.2,0,199,88.05309735,Empirical,12.9,0,111,98.2300885,Thinned 3
133.3,0,199,88.05309735,Empirical,13,0,111,98.2300885,Thinned 3
133.4,0,199,88.05309735,Empirical,13.1,0,111,98.2300885,Thinned 3
133.5,0,199,88.05309735,Empirical,13.2,0,111,98.2300885,Thinned 3
133.6,0,199,88.05309735,Empirical,13.3,0,111,98.2300885,Thinned 3
133.7,0,199,88.05309735,Empirical,13.4,0,111,98.2300885,Thinned 3
133.8,0,199,88.05309735,Empirical,13.5,0,111,98.2300885,Thinned 3
133.9,0,199,88.05309735,Empirical,13.6,0,111,98.2300885,Thinned 3
134,0,199,88.05309735,Empirical,13.7,0,111,98.2300885,Thinned 3
134.1,0,199,88.05309735,Empirical,13.8,0,111,98.2300885,Thinned 3
134.2,0,199,88.05309735,Empirical,13.9,0,111,98.2300885,Thinned 3
134.3,0,199,88.05309735,Empirical,14,0,111,98.2300885,Thinned 3
134.4,0,199,88.05309735,Empirical,14.1,0,111,98.2300885,Thinned 3
134.5,0,199,88.05309735,Empirical,14.2,0,111,98.2300885,Thinned 3
134.6,0,199,88.05309735,Empirical,14.3,0,111,98.2300885,Thinned 3
134.7,0,199,88.05309735,Empirical,14.4,0,111,98.2300885,Thinned 3
134.8,0,199,88.05309735,Empirical,14.5,0,111,98.2300885,Thinned 3
134.9,0,199,88.05309735,Empirical,14.6,0,111,98.2300885,Thinned 3
135,0,199,88.05309735,Empirical,14.7,0,111,98.2300885,Thinned 3
135.1,0,199,88.05309735,Empirical,14.8,0,111,98.2300885,Thinned 3
135.2,0,199,88.05309735,Empirical,14.9,0,111,98.2300885,Thinned 3
135.3,0,199,88.05309735,Empirical,15,0,111,98.2300885,Thinned 3
135.4,0,199,88.05309735,Empirical,15.1,0,111,98.2300885,Thinned 3
135.5,0,199,88.05309735,Empirical,15.2,0,111,98.2300885,Thinned 3
135.6,0,199,88.05309735,Empirical,15.3,0,111,98.2300885,Thinned 3
135.7,0,199,88.05309735,Empirical,15.4,0,111,98.2300885,Thinned 3
135.8,0,199,88.05309735,Empirical,15.5,0,111,98.2300885,Thinned 3
135.9,0,199,88.05309735,Empirical,15.6,0,111,98.2300885,Thinned 3
136,0,199,88.05309735,Empirical,15.7,0,111,98.2300885,Thinned 3
136.1,0,199,88.05309735,Empirical,15.8,0,111,98.2300885,Thinned 3
136.2,0,199,88.05309735,Empirical,15.9,0,111,98.2300885,Thinned 3
136.3,0,199,88.05309735,Empirical,16,0,111,98.2300885,Thinned 3
136.4,0,199,88.05309735,Empirical,16.1,0,111,98.2300885,Thinned 3
136.5,0,199,88.05309735,Empirical,16.2,0,111,98.2300885,Thinned 3
136.6,0,199,88.05309735,Empirical,16.3,0,111,98.2300885,Thinned 3
136.7,0,199,88.05309735,Empirical,16.4,0,111,98.2300885,Thinned 3
136.8,0,199,88.05309735,Empirical,16.5,0,111,98.2300885,Thinned 3
136.9,0,199,88.05309735,Empirical,16.6,0,111,98.2300885,Thinned 3
